seed,wearable_test_mae_ml,wearable_test_rmse_ml,wearable_test_r2,wearable_test_within_50_ml_percent,clinical_retention_test_mae_ml,clinical_retention_test_rmse_ml,clinical_retention_test_r2,clinical_retention_within_50_ml_percent,source_wearable_r2,source_clinical_r2,trainable_parameters,total_parameters
1,38.91777420043945,55.403194427490234,0.7092039618661766,70.0,60.977783203125,80.51570892333984,0.6381143507600529,52.94117647058824,-1.9501776237073907,0.7489478029449512,1908161,6502401
2,40.366573333740234,55.88869094848633,0.7040851504804417,71.66666666666667,62.56432342529297,82.67668151855469,0.6184282959387133,52.94117647058824,-1.9501776237073907,0.7489478029449512,1908161,6502401
3,41.9059944152832,55.671424865722656,0.7063813813065711,68.33333333333333,62.174705505371094,81.46781158447266,0.6295051444733551,52.94117647058824,-1.9501776237073907,0.7489478029449512,1908161,6502401
42,41.34697723388672,57.677879333496094,0.684835360121262,66.66666666666666,56.987247467041016,76.22048950195312,0.6756950993465214,47.05882352941176,-1.9501776237073907,0.7489478029449512,1908161,6502401
